account length,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn_True,international plan_yes,voice mail plan_yes
103,0,263,118,179,69,214,112,10,2,0,0,0,0
78,0,162,116,192,86,240,100,10,3,2,0,0,0
50,0,183,107,58,118,202,99,8,3,1,0,0,0
161,0,178,109,146,86,137,78,8,2,1,0,0,0
67,0,201,101,97,122,202,119,7,3,0,0,0,0
86,38,123,158,133,119,138,103,13,4,1,0,0,1
92,0,208,125,198,76,76,97,8,6,0,0,0,0
174,0,239,72,188,124,105,116,8,3,1,0,0,0
124,0,193,97,89,99,172,104,15,3,1,0,0,0
132,31,174,101,245,105,172,76,10,9,1,0,0,1
190,26,116,71,145,88,175,103,9,3,1,0,0,1
101,0,93,127,150,104,241,116,10,2,1,0,0,0
185,30,154,114,118,106,258,105,12,3,2,0,1,1
68,29,239,82,203,105,167,70,9,6,0,0,0,1
117,25,216,140,224,69,267,112,11,4,0,0,0,1
118,0,187,97,177,89,233,97,12,6,1,0,0,0
124,0,167,119,233,143,109,115,10,5,0,0,0,0
22,0,160,108,218,88,192,115,12,4,1,0,0,0
75,0,143,92,209,142,173,96,11,9,1,0,0,0
134,0,205,122,240,155,179,107,5,9,1,0,0,0
164,25,219,88,151,99,50,60,14,6,1,0,0,1
44,0,143,77,169,114,215,77,7,4,1,0,0,0
177,0,232,106,175,97,212,77,12,7,2,0,0,0
110,0,162,81,247,89,155,99,8,8,0,0,0,0
53,27,25,119,206,96,228,64,6,7,1,0,0,1
108,0,154,123,112,86,246,75,15,4,4,1,0,0
80,0,322,113,222,95,162,123,6,8,0,1,0,0
158,0,209,112,221,82,210,93,8,3,1,0,0,0
64,19,291,150,226,123,219,67,7,2,1,0,0,1
88,0,215,115,216,85,171,65,11,1,3,0,0,0
82,0,208,101,213,87,175,86,12,6,3,0,1,0
111,0,255,97,204,129,171,84,12,5,3,0,0,0
60,0,252,97,221,121,109,100,12,4,2,0,0,0
113,0,132,72,247,107,246,123,6,6,3,0,0,0
109,0,217,115,207,142,268,106,8,4,1,0,0,0
105,42,101,79,223,97,241,77,12,2,0,0,0,1
85,0,211,100,184,88,164,131,13,4,2,0,0,0
131,0,153,86,198,81,164,83,10,3,0,0,0,0
59,0,166,95,239,87,123,108,10,3,2,0,0,0
210,0,104,121,149,71,255,67,6,8,2,0,0,0
115,0,245,105,159,109,229,74,7,8,0,0,0,0
106,0,274,120,198,82,160,62,6,3,1,0,0,0
93,0,98,78,249,129,248,114,14,4,1,0,0,0
57,29,279,121,223,109,251,94,13,2,1,0,0,1
98,0,187,127,195,88,181,129,5,4,1,0,0,0
157,0,276,95,165,119,151,79,2,4,3,0,0,0
116,35,200,104,272,89,214,100,8,4,1,0,0,1
30,0,162,96,244,122,180,89,9,4,2,0,0,0
111,0,176,128,102,56,213,84,10,2,4,1,0,0
52,0,165,78,205,89,213,124,12,6,0,0,0,0
72,0,217,93,189,113,182,91,10,5,4,0,0,0
135,28,201,100,246,117,154,131,12,4,2,1,0,1
86,0,190,115,179,130,258,89,10,5,3,0,0,0
98,29,179,97,189,89,164,76,12,7,3,0,0,1
151,0,235,104,80,91,212,116,5,2,3,0,0,0
118,0,140,112,187,60,207,155,7,1,0,0,0,0
117,0,144,115,258,66,253,113,7,9,2,0,0,0
55,0,189,100,118,99,248,87,17,6,0,0,0,0
82,0,101,93,155,104,304,93,13,2,0,0,0,0
108,15,165,85,267,93,250,114,10,4,1,0,0,1
98,0,165,129,202,113,172,94,12,7,1,1,0,0
130,0,155,95,256,97,262,103,11,3,3,0,0,0
136,0,199,122,214,114,150,105,11,7,1,0,1,0
47,0,155,116,188,85,247,73,12,4,3,0,0,0
189,0,208,106,236,123,179,120,11,5,3,0,0,0
107,0,157,79,162,124,150,138,12,6,1,0,0,0
159,0,189,105,246,147,242,106,10,5,1,1,0,0
11,24,131,98,230,111,283,87,10,3,2,0,0,1
167,0,166,85,243,135,229,95,9,5,1,0,0,0
111,0,142,75,122,106,229,94,12,9,2,0,0,0
99,19,87,103,223,86,182,112,7,4,2,0,0,1
159,19,184,78,194,71,225,101,16,3,0,0,0,1
114,31,174,104,224,92,116,91,12,10,2,0,1,1
71,0,103,103,138,79,164,98,9,2,2,0,0,0
122,0,35,62,180,89,251,58,12,2,1,0,0,0
100,25,246,94,141,112,189,109,13,5,1,0,0,1
83,37,78,109,210,101,179,102,11,4,1,0,0,1
64,0,148,73,164,101,216,125,12,2,5,1,0,0
105,0,206,84,256,138,117,91,9,3,1,0,0,0
144,33,251,87,197,118,209,97,12,3,2,0,0,1
106,26,270,111,215,90,254,133,14,7,1,1,1,1
19,34,156,97,224,97,260,135,11,1,1,0,0,1
46,0,139,81,223,113,173,77,13,6,1,0,0,0
127,0,220,108,188,124,172,113,11,3,2,0,0,0
9,39,214,108,169,115,189,117,10,3,1,0,0,1
157,0,196,74,213,96,196,81,7,6,1,0,0,0
105,29,179,113,275,100,246,105,10,5,0,0,0,1
31,0,177,129,152,105,162,92,5,2,0,0,0,0
161,0,151,117,219,87,224,68,4,5,1,0,0,0
95,32,262,123,165,82,194,57,10,5,0,0,0,1
122,0,173,110,91,84,211,103,9,7,3,0,0,0
37,0,106,76,147,89,235,113,9,8,2,0,1,0
132,0,193,106,128,94,162,119,11,4,5,1,0,0
119,24,217,94,138,52,139,85,11,4,0,0,0,1
16,0,209,89,172,85,94,102,8,4,1,0,0,0
99,0,95,105,207,101,136,117,5,5,1,0,0,0
76,26,214,110,205,87,134,140,8,2,1,0,0,1
167,0,131,120,211,96,168,97,11,4,4,1,0,0
129,0,168,117,217,129,81,100,11,7,1,0,0,0
116,0,146,123,176,113,212,102,7,5,1,0,0,0
60,0,183,110,206,93,203,119,11,6,1,0,1,0
128,0,103,122,245,123,161,95,6,7,0,0,0,0
47,28,112,70,154,106,166,105,10,2,0,0,0,1
40,0,170,55,179,108,281,89,8,9,3,0,1,0
173,0,172,78,142,91,102,63,10,2,0,0,0,0
157,30,194,107,243,108,322,114,7,5,1,0,0,1
66,32,187,117,129,90,132,113,12,3,2,0,0,1
50,26,307,94,289,78,174,109,8,3,0,0,1,1
72,0,118,106,167,136,214,106,12,3,3,0,0,0
130,0,154,95,205,106,233,75,12,1,1,0,0,0
143,0,155,101,213,89,237,61,7,11,1,0,0,0
89,0,125,108,213,90,181,108,5,5,1,0,1,0
108,0,199,104,224,92,140,57,15,2,0,0,0,0
32,0,157,88,180,132,132,102,12,3,1,0,0,0
166,0,203,81,167,110,132,124,9,5,2,0,0,0
109,0,222,113,218,122,266,88,10,5,1,0,0,0
72,39,92,98,271,115,167,83,5,7,1,0,0,1
134,32,216,78,102,111,174,83,8,2,0,0,0,1
13,0,193,89,194,90,186,104,9,2,4,0,0,0
90,0,113,108,189,63,271,124,14,4,3,0,0,0
111,36,166,54,238,109,108,92,11,2,3,0,0,1
72,0,207,92,195,110,184,124,13,4,0,0,0,0
67,35,245,89,148,102,274,136,7,6,1,0,0,1
172,0,287,108,178,125,153,98,14,2,3,1,0,0
154,32,192,82,165,134,205,74,9,1,2,0,0,1
69,0,194,122,242,81,215,80,9,3,2,0,0,0
123,0,211,92,217,102,214,104,9,7,3,0,0,0
130,12,141,92,228,102,195,101,8,5,0,0,0,1
142,26,220,94,239,126,254,109,5,9,2,0,0,1
29,0,157,122,145,75,281,92,9,2,1,0,0,0
87,28,143,106,223,147,175,69,11,5,0,0,0,1
149,0,156,56,56,116,163,104,8,8,0,0,0,0
146,0,160,63,208,112,177,98,9,3,2,0,1,0
88,0,235,98,251,79,285,76,7,2,4,1,1,0
119,15,160,95,209,110,82,107,8,5,5,1,1,1
48,0,188,63,165,89,205,71,13,2,1,0,0,0
135,0,194,97,235,118,174,126,11,3,1,0,0,0
100,0,247,117,130,95,134,125,6,2,1,0,0,0
98,0,221,80,213,104,291,89,11,3,4,0,0,0
75,26,118,86,213,118,132,99,13,3,2,0,0,1
180,33,231,78,232,79,206,121,7,4,1,0,0,1
100,25,215,90,257,92,180,157,11,4,1,0,0,1
119,35,217,92,220,134,249,93,8,5,2,0,0,1
86,0,83,96,221,63,349,75,12,3,0,0,0,0
155,39,183,106,205,101,263,90,5,7,1,0,0,1
78,0,236,141,265,101,152,77,9,2,1,1,1,0
153,0,193,90,195,121,182,108,8,3,1,0,0,0
92,25,134,112,206,111,180,118,9,4,0,0,0,1
13,25,176,65,172,96,104,128,11,5,2,0,0,1
154,0,191,93,205,119,205,121,10,3,3,0,0,0
144,35,174,127,219,93,255,90,12,3,0,0,1,1
48,0,275,67,180,108,159,110,7,2,1,0,0,0
94,0,174,85,241,114,207,94,7,1,1,0,0,0
139,0,165,132,249,86,170,128,12,8,1,0,0,0
126,0,228,102,168,99,223,100,11,4,1,0,0,0
122,0,107,88,235,109,228,119,9,3,2,0,0,0
139,0,221,140,157,89,192,89,11,6,1,0,0,0
95,0,141,84,211,108,103,127,5,6,3,0,0,0
80,31,166,92,238,74,150,84,10,4,4,0,0,1
131,28,249,87,227,138,239,92,7,3,3,0,0,1
36,0,178,83,213,103,198,119,10,5,1,0,0,0
180,0,139,96,224,64,170,118,15,5,2,0,0,0
25,0,134,98,202,109,195,100,12,5,2,0,0,0
113,0,215,93,240,85,156,123,4,5,3,0,0,0
88,31,181,91,213,120,207,104,11,4,1,0,0,1
120,0,178,97,168,113,120,93,9,9,1,0,0,0
74,0,106,84,140,104,90,81,11,3,1,0,0,0
109,0,170,101,240,82,119,112,11,4,2,0,0,0
162,33,184,139,183,78,127,106,12,6,0,0,0,1
124,37,161,109,204,79,231,87,8,4,1,0,0,1
177,0,84,77,257,109,210,66,7,5,2,0,0,0
91,0,217,71,230,116,232,110,10,2,1,0,0,0
105,0,270,98,226,110,178,60,8,5,0,1,0,0
24,0,243,91,183,77,184,109,15,6,0,1,0,0
86,0,126,115,168,112,154,95,9,7,2,0,0,0
163,0,178,56,215,79,152,84,10,2,4,0,0,0
91,0,159,109,255,142,82,73,10,4,0,0,0,0
56,0,150,79,161,87,167,115,11,5,3,0,0,0
147,24,219,118,208,116,352,111,8,4,3,0,1,1
64,0,168,116,192,94,166,98,10,3,2,0,0,0
108,34,162,83,171,117,259,76,9,3,4,1,0,1
159,0,198,107,195,91,213,120,16,7,5,0,0,0
136,0,256,90,230,104,143,82,9,10,3,0,1,0
116,35,182,122,212,119,193,103,11,2,1,0,0,1
45,38,196,92,254,108,261,85,7,2,1,0,0,1
122,0,140,120,231,128,188,127,11,5,2,0,0,0
138,0,194,83,189,97,232,102,9,3,5,0,0,0
132,0,117,66,214,108,239,94,8,5,1,0,0,0
101,0,193,108,186,98,223,100,11,8,0,0,1,0
58,0,243,105,231,108,180,120,7,4,2,0,0,0
81,0,145,132,129,91,186,109,5,4,1,0,0,0
87,0,169,105,169,102,244,106,9,10,3,0,0,0
116,0,229,93,184,111,168,91,8,3,2,0,0,0
85,0,197,97,211,115,210,133,8,4,4,0,1,0
62,33,186,84,201,136,286,103,11,3,2,1,0,1
90,0,76,121,290,73,236,89,10,3,0,0,0,0
98,0,162,65,185,109,219,104,6,3,2,0,0,0
73,0,182,115,199,97,120,113,18,5,1,0,0,0
107,0,194,83,247,84,245,93,11,7,2,0,1,0
55,20,189,95,118,113,250,102,12,4,2,0,0,1
30,0,145,76,240,112,197,134,7,4,3,0,0,0
157,0,220,105,119,127,165,113,11,7,4,0,0,0
40,31,224,69,134,81,120,104,7,5,1,1,0,1
72,0,147,79,162,103,162,80,10,4,1,0,0,0
95,39,260,130,213,111,195,97,10,5,1,0,0,1
42,0,155,127,164,45,157,128,9,3,0,0,0,0
86,0,166,112,255,81,228,97,5,7,1,0,0,0
131,0,211,115,260,102,144,96,10,7,0,0,0,0
55,45,130,114,208,94,141,114,11,5,4,1,0,1
74,0,162,102,292,105,183,80,8,6,0,0,0,0
81,37,237,76,264,125,271,120,7,3,1,0,1,1
81,0,166,102,217,112,220,68,13,2,4,0,0,0
111,0,176,62,201,124,150,138,11,2,0,0,0,0
3,27,67,116,244,78,281,93,11,2,2,0,0,1
51,0,229,129,336,104,192,128,9,1,1,1,0,0
68,24,176,118,277,116,174,71,14,7,1,0,0,1
163,0,247,77,269,108,167,82,9,7,0,1,0,0
87,0,115,90,262,68,245,69,13,5,2,0,0,0
58,0,112,95,209,108,260,78,13,1,0,1,0,0
109,0,162,138,154,109,209,118,11,4,0,0,0,0
111,0,229,107,214,99,289,95,10,6,4,0,0,0
144,0,139,96,124,93,95,75,15,4,2,0,0,0
135,0,263,66,251,116,200,112,8,2,5,1,0,0
109,46,217,123,233,84,163,99,9,3,4,0,0,1
107,14,114,132,199,91,194,74,7,8,1,0,0,1
149,0,196,108,136,96,154,87,7,3,2,0,0,0
56,0,253,95,188,116,142,133,4,4,1,0,0,0
129,0,98,99,240,62,254,123,10,4,0,0,0,0
92,0,249,118,211,95,169,116,9,3,0,0,0,0
67,30,129,107,233,104,297,93,14,5,1,0,0,1
120,0,221,106,267,98,111,80,9,7,0,0,0,0
166,0,220,106,177,118,206,102,12,9,1,0,0,0
66,0,87,76,262,111,184,125,9,5,1,0,0,0
76,0,203,61,161,127,175,97,8,3,0,0,0,0
79,0,213,110,234,121,229,157,8,3,2,0,0,0
98,31,181,112,220,100,236,121,12,4,2,0,0,1
141,22,215,123,328,98,160,89,7,6,1,0,0,1
49,0,266,90,207,117,205,98,14,2,2,1,0,0
46,0,199,111,175,83,210,84,10,2,3,0,0,0
137,0,115,130,137,83,224,61,7,4,3,0,0,0
171,0,270,69,230,112,136,111,9,5,1,1,0,0
10,0,222,127,153,125,227,80,12,4,1,0,0,0
88,0,61,78,262,114,212,110,8,2,3,0,0,0
89,0,141,92,249,126,136,73,10,2,2,0,0,0
82,0,189,81,184,117,255,83,10,5,3,1,0,0
139,0,196,135,186,146,153,92,9,1,3,0,0,0
87,0,171,119,205,107,170,114,13,4,0,0,0,0
137,0,174,123,161,115,260,98,11,3,2,0,1,0
45,0,78,106,187,110,184,111,7,5,1,1,0,0
90,0,200,92,164,91,249,98,8,7,1,0,0,0
103,0,141,123,253,87,215,96,6,2,1,0,0,0
100,0,235,130,176,69,63,122,7,1,2,0,0,0
110,0,185,100,165,88,111,104,6,4,3,0,0,0
124,0,254,113,78,104,153,69,11,2,2,0,0,0
10,0,183,103,214,77,206,73,8,6,2,0,0,0
121,0,207,98,210,96,109,114,7,2,2,0,0,0
101,0,248,102,174,93,207,86,6,3,3,0,0,0
103,31,185,105,197,126,147,110,14,4,2,0,0,1
51,0,197,60,221,64,168,134,8,5,1,0,0,0
2,0,132,42,138,88,192,119,9,1,2,1,1,0
111,0,197,117,227,128,214,101,9,11,0,0,0,0
118,0,154,112,184,105,217,102,12,5,2,0,0,0
130,0,211,119,231,120,220,80,6,9,2,0,0,0
193,0,96,92,142,103,210,115,10,5,2,1,0,0
114,0,172,145,276,101,193,100,10,9,1,0,0,0
137,0,141,91,147,100,254,75,8,7,2,0,0,0
185,29,151,121,244,88,154,91,13,2,2,0,0,1
101,0,209,107,228,96,172,85,7,2,3,0,0,0
95,32,247,109,125,91,226,90,10,4,3,0,0,1
126,0,321,99,167,93,193,106,8,4,1,1,0,0
71,0,243,124,60,90,189,129,11,2,0,0,0,0
124,0,251,85,214,98,186,71,11,6,3,0,0,0
97,0,236,107,157,105,241,120,7,2,0,1,1,0
28,0,159,79,216,131,206,116,9,3,2,0,0,0
90,0,148,96,220,111,134,97,9,1,4,1,1,0
190,0,150,86,268,129,179,73,14,1,1,0,0,0
31,28,210,101,250,86,241,125,11,2,1,0,0,1
52,24,170,71,201,80,159,124,4,5,2,0,0,1
73,0,254,80,90,79,153,60,10,8,0,0,0,0
111,0,284,89,157,113,242,91,8,8,0,1,0,0
106,0,133,45,187,107,181,89,10,2,1,1,1,0
111,0,224,117,191,127,229,97,10,3,0,0,0,0
59,0,151,98,209,92,266,86,11,5,1,0,0,0
71,22,141,107,163,105,220,99,5,3,2,0,0,1
55,0,285,124,230,106,230,140,14,7,0,1,0,0
13,0,58,121,262,64,159,115,11,5,1,0,0,0
136,16,90,105,201,109,227,115,13,4,0,0,0,1
123,0,114,91,216,123,250,102,11,3,0,0,0,0
105,0,147,103,222,78,163,102,12,3,2,0,0,0
118,0,136,120,204,103,228,90,11,4,1,0,0,0
97,0,169,84,165,86,191,83,12,6,3,0,0,0
51,0,227,89,194,106,243,126,14,2,0,0,0,0
73,0,217,91,220,97,277,89,10,6,1,1,0,0
35,0,124,102,123,115,135,100,13,8,2,0,0,0
64,0,206,76,232,76,251,96,13,2,1,0,0,0
63,0,132,122,67,62,160,121,9,2,3,0,0,0
117,31,104,115,237,125,263,104,7,6,3,0,0,1
115,0,245,97,250,75,270,124,13,8,1,1,0,0
162,0,184,118,224,95,180,82,11,3,1,0,0,0
89,0,89,66,179,104,225,116,12,1,3,0,0,0
94,0,235,131,194,107,170,93,8,4,1,0,1,0
129,0,186,127,262,96,98,63,11,6,4,0,0,0
86,0,223,75,155,109,150,143,7,9,1,0,0,0
96,0,179,125,162,139,264,133,6,2,1,0,0,0
190,0,169,102,253,113,197,93,8,5,1,0,0,0
80,0,118,90,144,77,225,86,8,6,1,0,0,0
108,0,112,105,193,110,208,93,4,4,4,1,0,0
97,32,168,129,225,97,191,95,8,7,0,0,0,1
84,42,214,112,188,107,333,117,11,10,0,0,0,1
65,0,245,139,241,113,285,117,4,5,4,1,0,0
131,34,156,134,71,95,261,120,13,10,1,0,0,1
58,43,142,96,272,100,193,105,8,4,1,0,1,1
36,0,202,115,230,115,202,127,10,2,3,0,0,0
54,0,116,119,123,123,217,101,12,2,1,0,0,0
45,0,155,110,260,103,192,98,11,1,1,0,0,0
125,39,236,107,289,110,175,107,9,4,2,0,0,1
72,21,138,113,260,83,135,118,8,2,2,0,0,1
141,0,51,108,162,83,223,115,10,3,3,0,0,0
113,0,81,116,220,124,235,113,8,3,0,0,0,0
20,35,171,98,153,127,165,125,7,3,0,0,0,1
212,0,126,96,144,80,302,102,7,3,1,0,0,0
99,0,197,127,156,92,204,99,9,6,4,0,1,0
94,0,194,62,227,54,190,115,15,4,1,0,0,0
40,0,115,105,127,113,107,91,9,6,1,0,0,0
86,29,157,118,196,136,226,109,8,5,3,0,0,1
170,0,246,107,228,124,166,95,9,8,0,0,0,0
105,0,227,121,268,89,143,82,13,4,1,0,0,0
103,0,189,110,115,83,191,103,12,4,0,0,0,0
140,27,188,124,160,102,197,100,11,5,4,0,1,1
98,19,110,87,227,97,243,84,11,4,1,0,0,1
104,0,167,116,219,112,215,94,11,2,4,0,0,0
112,0,167,88,247,81,155,108,11,4,0,0,0,0
70,0,213,86,204,77,256,101,5,4,1,0,0,0
126,0,175,120,98,71,201,93,10,1,0,0,0,0
87,39,82,113,224,63,163,88,9,1,3,0,0,1
125,0,143,80,88,94,233,135,8,7,4,1,0,0
86,0,125,139,269,93,235,110,8,8,1,0,0,0
1,30,183,95,232,110,248,110,8,2,0,0,0,1
133,0,162,91,212,94,260,78,12,5,1,0,0,0
103,0,166,84,192,91,167,115,7,6,1,0,0,0
131,24,135,60,233,78,210,121,9,4,1,0,0,1
95,20,165,78,215,94,243,91,9,6,0,0,0,1
182,0,176,90,174,106,234,134,9,4,1,0,0,0
99,0,142,89,204,95,203,114,9,1,0,0,0,0
27,0,177,121,296,92,192,106,7,3,3,0,0,0
141,0,83,74,190,104,150,79,10,7,1,0,0,0
29,37,235,101,183,79,139,106,5,7,2,0,1,1
81,0,149,68,171,98,214,97,17,3,3,1,1,0
37,20,264,81,216,110,210,102,10,7,0,0,0,1
107,31,160,45,221,70,261,109,5,1,1,0,0,1
127,28,95,117,159,131,152,132,10,3,1,0,1,1
78,0,140,77,195,114,252,107,11,5,0,0,0,0
55,0,119,148,231,96,222,113,4,2,2,0,0,0
86,30,99,84,263,125,254,90,9,7,2,0,0,1
176,0,250,108,171,100,148,85,9,6,2,0,0,0
96,0,200,117,289,120,98,95,11,5,2,0,1,0
11,38,209,130,196,84,233,79,7,7,1,0,0,1
48,34,198,70,273,121,217,71,7,4,1,0,0,1
127,0,239,107,128,121,249,110,11,5,1,0,0,0
63,0,164,75,147,118,252,97,11,2,0,0,0,0
79,0,220,107,192,97,161,74,12,2,1,0,0,0
47,37,112,150,243,97,178,112,13,6,2,0,0,1
89,19,112,114,261,132,123,116,11,2,0,1,1,1
83,26,226,117,234,97,133,82,10,7,1,0,0,1
126,34,244,118,219,105,210,136,9,6,4,0,1,1
60,0,203,99,235,131,224,112,15,6,2,0,0,0
122,0,136,115,243,137,188,110,8,4,0,0,0,0
136,0,152,97,208,85,119,99,5,10,1,0,0,0
172,47,274,102,186,118,245,123,8,2,1,0,0,1
102,0,195,116,209,87,201,73,8,3,1,1,0,0
113,0,204,82,188,115,139,97,9,7,1,0,1,0
79,0,222,99,146,82,275,82,8,4,3,0,0,0
111,28,128,104,157,52,147,76,10,2,2,0,0,1
160,0,174,105,171,107,220,131,8,2,0,0,0,0
110,0,242,110,162,140,184,86,7,3,4,0,0,0
192,0,221,101,285,50,167,83,12,6,4,0,0,0
93,0,114,100,221,103,126,88,10,9,0,0,0,0
101,33,219,137,186,94,184,113,9,2,2,0,0,1
77,0,144,136,151,115,252,73,12,3,2,0,0,0
105,40,236,111,117,110,221,115,8,3,2,0,0,1
133,44,174,80,209,113,224,87,14,7,2,1,0,1
131,0,109,95,332,48,258,108,6,7,1,0,0,0
106,33,81,120,235,85,150,113,9,4,1,0,0,1
118,0,133,113,121,92,254,129,5,4,1,0,0,0
125,0,137,94,209,83,238,114,8,4,1,0,0,0
95,0,197,88,190,68,211,104,16,8,0,0,0,0
80,0,198,160,156,87,182,76,9,3,3,0,0,0
145,0,39,78,264,106,185,90,10,6,0,0,0,0
37,0,199,107,207,110,83,123,8,4,2,0,0,0
87,0,156,93,215,68,223,77,7,6,1,0,0,0
69,0,183,85,237,100,228,94,9,5,3,0,0,0
83,0,132,120,121,101,197,84,8,2,1,0,0,0
195,0,63,108,220,88,184,99,5,3,0,0,0,0
67,35,181,59,215,116,216,106,16,4,0,1,1,1
75,27,117,102,206,127,194,114,4,7,3,0,0,1
123,27,218,79,163,78,173,116,15,1,0,0,0,1
41,41,207,95,137,120,115,74,5,3,1,0,0,1
75,0,150,99,301,83,158,104,8,5,0,0,0,0
76,0,273,66,263,121,165,84,12,7,1,1,1,0
86,0,266,120,182,92,206,103,10,4,1,0,1,0
140,0,112,89,156,65,249,85,16,6,0,0,0,0
70,0,104,112,82,104,169,110,15,7,3,0,0,0
121,35,193,62,197,97,218,95,5,4,0,0,0,1
112,0,168,102,298,117,194,110,9,5,1,0,0,0
118,0,253,122,201,78,195,108,9,7,2,0,0,0
66,16,174,92,232,105,305,98,8,2,1,0,0,1
78,0,87,102,193,64,205,120,11,5,0,0,0,0
129,34,204,79,132,113,190,117,14,9,2,0,0,1
6,0,226,93,152,122,164,98,9,4,3,0,0,0
107,0,234,91,163,105,282,100,10,3,1,0,1,0
107,0,133,106,182,89,241,123,12,2,3,1,1,0
138,0,133,87,166,110,193,139,15,3,1,0,0,0
103,0,160,104,138,70,312,97,9,2,0,0,0,0
116,44,230,94,224,103,244,76,11,2,0,0,0,1
189,0,227,84,176,81,206,120,6,4,2,0,0,0
161,0,72,120,267,120,222,91,11,2,2,0,0,0
1,0,196,107,296,82,211,91,7,2,1,0,0,0
89,0,197,110,165,115,227,106,12,3,1,0,0,0
64,0,219,126,303,100,154,65,9,5,1,0,0,0
126,30,153,90,151,97,153,97,12,4,4,1,0,1
129,0,216,85,186,114,210,109,4,10,2,0,0,0
128,32,222,136,262,80,191,101,10,4,0,0,0,1
81,36,115,120,236,95,255,90,11,6,3,0,0,1
114,0,189,101,147,80,172,121,10,5,1,0,0,0
50,0,154,102,298,108,210,95,11,3,0,0,0,0
86,0,136,104,202,110,230,86,11,1,3,0,0,0
96,0,170,86,277,88,162,117,12,6,1,0,0,0
72,0,272,88,107,125,185,81,12,2,0,0,0,0
57,17,236,94,163,94,236,117,12,3,2,0,1,1
65,0,153,117,220,122,280,147,8,3,2,0,0,0
163,0,223,120,227,98,188,125,8,5,1,0,0,0
136,0,252,74,167,81,248,110,10,3,2,0,0,0
116,0,197,84,168,113,239,145,12,6,1,0,0,0
93,0,152,74,274,88,252,120,6,5,3,0,0,0
142,40,237,105,175,93,210,110,9,3,3,0,0,1
92,0,265,82,180,75,211,113,8,2,1,0,0,0
70,0,197,91,305,81,171,105,6,6,1,0,0,0
22,14,199,100,221,103,65,91,4,1,1,0,0,1
37,0,233,114,207,109,212,101,12,2,2,0,0,0
51,0,183,99,160,107,311,121,7,3,1,0,0,0
174,0,139,96,143,108,225,107,10,5,2,0,0,0
68,0,213,112,260,100,233,97,8,3,1,1,0,0
130,0,207,70,200,115,194,100,12,2,1,0,0,0
104,0,139,78,202,119,203,102,11,5,2,0,0,0
134,0,177,91,228,105,194,113,8,3,2,0,0,0
108,35,169,136,173,101,214,105,9,7,2,0,0,1
103,0,173,83,244,65,221,66,9,2,3,0,0,0
62,0,159,100,172,99,263,109,5,4,1,0,0,0
162,0,115,89,196,111,212,98,11,3,2,0,0,0
93,19,136,113,179,105,71,95,12,3,2,0,0,1
42,0,92,108,211,120,129,73,13,6,1,0,0,0
155,23,243,112,133,106,213,123,13,11,2,0,0,1
36,0,117,94,235,117,221,108,9,2,0,0,0,0
143,0,223,99,167,128,203,84,4,4,0,1,0,0
197,0,154,111,171,102,227,86,10,2,3,0,0,0
81,0,261,141,215,102,271,96,8,6,1,1,0,0
138,0,46,104,186,114,167,95,9,4,4,1,1,0
103,18,149,84,170,84,171,112,11,7,0,1,0,1
127,0,242,102,226,80,252,96,13,5,2,1,1,0
136,0,259,99,172,125,293,78,10,6,1,1,0,0
99,0,222,102,185,89,237,81,12,8,2,0,0,0
95,0,69,79,190,109,219,102,8,5,0,0,0,0
118,21,156,122,209,125,158,81,11,3,4,1,1,1
113,0,61,111,92,88,197,114,13,3,5,1,0,0
128,0,245,112,101,101,152,116,10,5,0,0,1,0
117,0,102,100,135,104,199,93,15,10,3,0,0,0
48,36,230,92,167,121,270,87,7,4,3,0,0,1
81,0,227,105,211,120,258,113,11,3,0,0,1,0
57,0,192,68,158,86,235,105,12,6,1,0,0,0
140,0,162,98,206,109,141,66,8,2,1,0,0,0
107,38,219,92,180,73,104,91,11,1,2,0,0,1
56,0,137,111,165,119,182,72,14,4,1,0,0,0
159,0,87,103,278,97,170,93,10,10,1,0,0,0
102,0,271,80,172,133,169,105,10,5,1,0,0,0
107,0,103,94,189,125,227,125,14,3,1,0,0,0
106,0,52,106,220,113,112,95,11,2,2,0,0,0
75,0,147,110,191,97,135,68,16,3,2,0,0,0
86,0,217,93,214,95,228,70,11,7,0,0,0,0
169,0,235,79,136,85,220,97,13,10,1,0,0,0
122,22,204,92,139,121,205,103,8,5,2,0,0,1
106,0,178,143,247,123,259,105,9,2,0,0,0,0
52,32,130,68,247,77,289,87,13,5,2,0,0,1
79,34,103,100,236,78,256,102,14,4,2,0,0,1
135,0,239,91,177,104,217,118,5,3,2,0,0,0
70,0,148,110,267,90,151,101,8,4,0,0,0,0
80,0,148,106,210,65,203,86,10,2,2,0,0,0
37,0,191,69,129,113,207,117,12,1,0,0,0,0
161,39,218,76,112,94,205,121,7,4,1,0,0,1
123,0,128,126,117,94,198,132,10,5,0,0,0,0
80,38,236,69,197,68,209,102,9,10,2,0,0,1
105,27,141,96,167,94,274,101,11,2,1,0,0,1
73,31,194,104,176,84,230,110,11,3,0,0,0,1
112,0,167,100,154,90,281,107,17,3,2,0,0,0
179,0,234,134,164,94,191,72,6,4,1,0,0,0
57,0,154,78,196,85,253,97,10,9,1,0,0,0
127,14,143,99,169,91,221,77,11,1,1,0,0,1
